year_stocktake,year,total_emission,ff_emission,temp_anth,temp_anth_rel
2025,1751,0.003,,,
2025,1752,0.003,,,
2025,1753,0.003,,,
2025,1754,0.003,,,
2025,1755,0.003,,,
2025,1756,0.003,,,
2025,1757,0.003,,,
2025,1758,0.003,,,
2025,1759,0.003,,,
2025,1760,0.003,,,
2025,1761,0.003,,,
2025,1762,0.003,,,
2025,1763,0.003,,,
2025,1764,0.003,,,
2025,1765,0.0030000000000000022,0.0030000000000000022,,
2025,1766,0.0030000000000000022,0.0030000000000000022,,
2025,1767,0.0030000000000000022,0.0030000000000000022,,
2025,1768,0.0030000000000000022,0.0030000000000000022,,
2025,1769,0.0030000000000000022,0.0030000000000000022,,
2025,1770,0.0034947916666666673,0.0034947916666666673,,
2025,1771,0.004000000000000003,0.004000000000000003,,
2025,1772,0.004000000000000003,0.004000000000000003,,
2025,1773,0.004000000000000003,0.004000000000000003,,
2025,1774,0.004000000000000003,0.004000000000000003,,
2025,1775,0.10400000000000001,0.0040000000000000036,,
2025,1776,0.11,0.0040000000000000036,,
2025,1777,0.116,0.0040000000000000036,,
2025,1778,0.11900000000000001,0.0040000000000000036,,
2025,1779,0.12100000000000001,0.0040000000000000036,,
2025,1780,0.12449479166666666,0.004494791666666664,,
2025,1781,0.127,0.0050000000000000044,,
2025,1782,0.128,0.0050000000000000044,,
2025,1783,0.128,0.0050000000000000044,,
2025,1784,0.128,0.0050000000000000044,,
2025,1785,0.127,0.0050000000000000044,,
2025,1786,0.126,0.0050000000000000044,,
2025,1787,0.125,0.0050000000000000044,,
2025,1788,0.124,0.0050000000000000044,,
2025,1789,0.12200000000000001,0.0050000000000000044,,
2025,1790,0.12149479166666667,0.005494791666666665,,
2025,1791,0.124,0.006000000000000005,,
2025,1792,0.125,0.006000000000000005,,
2025,1793,0.127,0.006000000000000005,,
2025,1794,0.128,0.006000000000000005,,
2025,1795,0.13,0.006000000000000005,,
2025,1796,0.13249479166666667,0.006494791666666666,,
2025,1797,0.136,0.007000000000000006,,
2025,1798,0.138,0.007000000000000006,,
2025,1799,0.14049479166666667,0.007494791666666667,,
2025,1800,0.14300000000000002,0.008000000000000007,,
2025,1801,0.14698958333333334,0.008989583333333329,,
2025,1802,0.1565052083333333,0.00950520833333332,,
2025,1803,0.162,0.009000000000000008,,
2025,1804,0.167,0.009000000000000008,,
2025,1805,0.17149479166666667,0.009494791666666669,,
2025,1806,0.17600000000000002,0.010000000000000009,,
2025,1807,0.18100000000000002,0.010000000000000009,,
2025,1808,0.184,0.010000000000000009,,
2025,1809,0.188,0.010000000000000009,,
2025,1810,0.19249479166666666,0.01049479166666667,,
2025,1811,0.199,0.01100000000000001,,
2025,1812,0.203,0.01100000000000001,,
2025,1813,0.20800000000000002,0.01100000000000001,,
2025,1814,0.21149479166666668,0.01149479166666667,,
2025,1815,0.21549479166666669,0.012494791666666671,,
2025,1816,0.22049479166666666,0.013494791666666672,,
2025,1817,0.224,0.014000000000000012,,
2025,1818,0.227,0.014000000000000012,,
2025,1819,0.23,0.014000000000000012,,
2025,1820,0.234,0.014000000000000012,,
2025,1821,0.23449479166666667,0.014494791666666673,,
2025,1822,0.23749479166666668,0.015494791666666674,,
2025,1823,0.23800000000000002,0.016000000000000014,,
2025,1824,0.23949479166666668,0.016494791666666675,,
2025,1825,0.24199999999999997,0.01699999999999996,,
2025,1826,0.24449479166666668,0.017494791666666676,,
2025,1827,0.25,0.017999999999999988,,
2025,1828,0.256,0.018000000000000016,,
2025,1829,0.26496875,0.02096874999999998,,
2025,1830,0.2725052083333333,0.023505208333333305,,
2025,1831,0.27599999999999997,0.022999999999999965,,
2025,1832,0.2814947916666667,0.02349479166666668,,
2025,1833,0.28400000000000003,0.02400000000000002,,
2025,1834,0.2874947916666667,0.024494791666666682,,
2025,1835,0.2959791666666667,0.026979166666666665,,
2025,1836,0.302,0.02899999999999997,,
2025,1837,0.3024947916666667,0.029494791666666687,,
2025,1838,0.31049479166666666,0.030494791666666632,,
2025,1839,0.3139895833333333,0.03198958333333335,,
2025,1840,0.31749479166666666,0.03349479166666669,,
2025,1841,0.32298958333333333,0.03498958333333335,,
2025,1842,0.3324947916666667,0.03649479166666669,,
2025,1843,0.3399895833333333,0.0379895833333333,,
2025,1844,0.34597916666666667,0.04097916666666668,,
2025,1845,0.35000000000000003,0.04300000000000004,,
2025,1846,0.35448437499999996,0.044484374999999965,,
2025,1847,0.35849479166666665,0.046494791666666646,,
2025,1848,0.36348437499999997,0.04848437499999997,,
2025,1849,0.23813972766666663,0.05197916666666663,,
2025,1850,0.10788747399999998,0.05399999999999999,287.23934343770975,0.041753100860603354
2025,1851,-0.020334886999999968,0.05548437500000003,287.2412636774893,0.04367334064016859
2025,1852,-0.15197006366666665,0.05798958333333332,287.2432647361882,0.045674399339077354
2025,1853,-0.2815857643333333,0.06394791666666666,287.2452462412052,0.04765590435607692
2025,1854,-0.2777123416666667,0.06998958333333327,287.24661071154844,0.0490203746992961
2025,1855,-0.2803962096666667,0.07347395833333337,287.2477805109472,0.05019017409807702
2025,1856,-0.28754362033333336,0.07649479166666673,287.2497243906134,0.05213405376423452
2025,1857,-0.2887118633333333,0.07749479166666673,287.2518095694741,0.0542192326249733
2025,1858,-0.2869009406666667,0.08047395833333337,287.2536551091161,0.05606477226695006
2025,1859,-0.2420179326666667,0.08695833333333336,287.2548415901564,0.05725125330724268
2025,1860,-0.19846503533333337,0.09297916666666667,287.25569785813747,0.05810752128832064
2025,1861,-0.15678912466666672,0.09598958333333335,287.25676417271006,0.059173835860917734
2025,1862,-0.11551624133333338,0.10046354166666666,287.25745644879095,0.05986611194180114
2025,1863,-0.06708909466666668,0.10795833333333332,287.2586329909426,0.06104265409345544
2025,1864,-0.05808497833333337,0.11546354166666667,287.2593541199116,0.06176378306247443
2025,1865,-0.04756523700000004,0.12048437499999998,287.2597677862093,0.06217744936014924
2025,1866,-0.03359237066666665,0.12595833333333334,287.26202687866896,0.06443654181981628
2025,1867,-0.02257783666666663,0.13247395833333336,287.2641618653645,0.06657152851533965
2025,1868,-0.012089345333333279,0.1384635416666667,287.2635684427591,0.06597810590994868
2025,1869,-0.16798924766666662,0.14447395833333332,287.257667068787,0.06007673193784058
2025,1870,-0.33048747800000006,0.15145312499999997,287.2519938578105,0.05440352096132983
2025,1871,-0.4815736216666666,0.16441145833333337,287.24862498247603,0.05103464562688487
2025,1872,-0.6281539276666668,0.1784427083333333,287.2461279152021,0.04853757835297756
2025,1873,-0.7877231876666666,0.17905208333333333,287.24412087074774,0.046530533898589965
2025,1874,-0.7741846746666666,0.18092708333333318,287.24260413205354,0.04501379520439741
2025,1875,-0.7579638699999999,0.18948437499999993,287.2415109749581,0.04392063810894342
2025,1876,-0.754300357,0.19248437500000004,287.24085825941,0.043267922560858096
2025,1877,-0.7401316356666666,0.19498958333333327,287.2402674906145,0.042677153765339426
2025,1878,-0.7265306236666667,0.20292708333333342,287.24053362266545,0.0429432858163068
2025,1879,-0.5022369446666666,0.22286458333333337,287.24204736759424,0.04445703074509311
2025,1880,-0.2936480143333333,0.2394635416666666,287.2429836679104,0.04539333106123422
2025,1881,-0.08805549733333329,0.2494322916666667,287.24342036275283,0.045830025903683236
2025,1882,0.1276864386666665,0.2639166666666666,287.24358402681287,0.04599368996372277
2025,1883,0.3331455020000001,0.2734843750000001,287.24346745801006,0.04587712116091325
2025,1884,0.3404831953333333,0.27598958333333334,287.2433189293271,0.04572859247792849
2025,1885,0.3533052626666668,0.2789791666666668,287.2432285473016,0.04563821045246641
2025,1886,0.36708566333333337,0.2879270833333334,287.24301791077824,0.04542757392908925
2025,1887,0.3898243973333334,0.3108333333333334,287.2427843026786,0.04519396582946911
2025,1888,0.4148235480000009,0.32700000000000085,287.24171741697813,0.04412708012898747
2025,1889,0.37215467533333335,0.34134895833333334,287.2397898916577,0.04219955480857607
2025,1890,0.33550440766666667,0.36391666666666667,287.2386008598501,0.04101052300097763
2025,1891,0.2891592013333333,0.3729895833333332,287.2376967696287,0.0401064327795666
2025,1892,0.2245721833333334,0.37202083333333336,287.23718249666695,0.03959215981780062
2025,1893,0.1561652286666667,0.3764322916666667,287.23667675964884,0.03908642279969854
2025,1894,0.17494490233333349,0.3943802083333334,287.2363239083192,0.03873357147006118
2025,1895,0.19582874166666664,0.4124322916666666,287.2361044409158,0.0385141040666781
2025,1896,0.2226188309999999,0.4293906249999999,287.2353020303808,0.03771169353166215
2025,1897,0.26442975466666674,0.4523697916666667,287.23261227287605,0.03502193602690795
2025,1898,0.30467296899999996,0.48578125000000005,287.22956121100657,0.03197087415742317
2025,1899,0.37757886799999985,0.5203593749999998,287.23027780971654,0.03268747286739426
2025,1900,0.4425702679999999,0.5429062499999999,287.23703021472005,0.03943987787090464
2025,1901,0.49915237833333337,0.5589270833333334,287.2436778957191,0.04608755886994231
2025,1902,0.568137699,0.591234375,287.2481846541234,0.05059431727426045
2025,1903,0.6311616456666665,0.6204635416666666,287.251852045991,0.054261709141826486
2025,1904,0.661410493,0.643296875,287.2551615814976,0.0575712446484431
2025,1905,0.7132999653333334,0.6847708333333334,287.25807378939516,0.060483452546009175
2025,1906,0.7760436053333335,0.7450989583333335,287.26060952584544,0.063019188996293
2025,1907,0.7925372443333334,0.7671770833333335,287.2629571030397,0.06536676619055015
2025,1908,0.7980933833333336,0.7673177083333336,287.2653022794293,0.06771194258016067
2025,1909,1.0825570866666667,0.8018229166666667,287.2675801649776,0.06998982812842769
2025,1910,1.3619380633333333,0.8274114583333334,287.2690089749064,0.07141863805725279
2025,1911,1.6364290216666664,0.8572760416666664,287.26907629923375,0.07148596238459959
2025,1912,1.929279961666667,0.9106666666666668,287.2697069049759,0.07211656812677347
2025,1913,2.1738919240000003,0.8969843750000004,287.27103663565634,0.07344629880719822
2025,1914,2.119555262,0.8440625,287.2728612039345,0.0752708670853508
2025,1915,2.149249851,0.869171875,287.27490016653314,0.07730982968399758
2025,1916,2.217381939,0.9277187499999999,287.27697973079535,0.07938939394620093
2025,1917,2.2328473613333335,0.9455989583333335,287.2791853579571,0.08159502110794392
2025,1918,2.1535106993333333,0.8716770833333333,287.28159641725625,0.08400608040710722
2025,1919,2.116195703,0.8683437499999999,287.2849626405654,0.08737230371627902
2025,1920,2.085908734,0.8681718750000003,287.2893257611842,0.09173542433507009
2025,1921,2.009269585,0.8237812500000002,287.2931137517468,0.09552341489762739
2025,1922,2.068955338333333,0.9068489583333327,287.29658358161436,0.09899324476521087
2025,1923,2.1031274533333333,0.9665364583333332,287.2998117085623,0.10222137171314216
2025,1924,2.1084465569999997,0.9689374999999998,287.30318530358534,0.10559496673619151
2025,1925,2.135385452333333,0.9789583333333328,287.30668165290933,0.10909131606018718
2025,1926,2.182433721666667,1.022088541666667,287.3100448433342,0.11245450648505084
2025,1927,2.243747617,1.0634843749999998,287.3142554750691,0.1166651382199575
2025,1928,2.3127646373333333,1.1045833333333335,287.32043891030014,0.12284857345099454
2025,1929,2.3742871276666664,1.0994791666666663,287.3269523684599,0.12936203161075355
2025,1930,2.3386899486666666,0.9970885416666667,287.3324808305647,0.1348904937155453
2025,1931,2.3195460160000003,0.8939843750000003,287.3373166130454,0.13972627619625655
2025,1932,2.375449078666667,0.8697604166666669,287.34197769830007,0.14438736145092435
2025,1933,2.515565805333334,0.9325833333333337,287.3464548058394,0.1488644689902685
2025,1934,2.608453224,0.99971875,287.3506315217874,0.15304118493827445
2025,1935,2.721450016666667,1.077963541666667,287.35459615675893,0.15700581990978435
2025,1936,2.8393270176666667,1.169088541666667,287.3585336433332,0.1609433064840573
2025,1937,2.8588394363333327,1.1758489583333325,287.3625656761872,0.16497533933807063
2025,1938,2.856482062333333,1.1667395833333327,287.36631253504856,0.16872219819941847
2025,1939,2.636114752333333,1.2449427083333329,287.37007128725,0.17248095040088174
2025,1940,2.407901911333333,1.316317708333333,287.3739287966814,0.17633845983226593
2025,1941,2.124937287333333,1.3379583333333331,287.37859602034393,0.18100568349478863
2025,1942,1.8366010916666669,1.366244791666667,287.3847439211596,0.18715358431046525
2025,1943,1.5387579046666664,1.3870416666666663,287.3904646372394,0.1928743003902582
2025,1944,1.4330426653333335,1.2726614583333333,287.3955024566969,0.19791211984772872
2025,1945,1.3736399250000002,1.1985937500000001,287.4001717801717,0.20258144332257189
2025,1946,1.4919090596666646,1.3141979166666646,287.40482606527485,0.20723572842570093
2025,1947,1.6344750703333326,1.4300989583333328,287.4094292670342,0.21183893018508115
2025,1948,1.6503014966666663,1.4442604166666664,287.411157530728,0.21356719387887324
2025,1949,1.7615322486666671,1.5234010416666672,287.4081049800143,0.21051464316514057
2025,1950,1.9771078633333334,1.6977864583333333,287.4071313088267,0.20954097197756028
2025,1951,2.084465843666667,1.7808541666666668,287.4083698082982,0.21077947144902964
2025,1952,2.1307624386666664,1.8177604166666663,287.4107443998831,0.21315406303392592
2025,1953,2.184367439,1.852875,287.4136733177599,0.2160829809107554
2025,1954,2.274235896,1.952578125,287.41727097081775,0.2196806339686077
2025,1955,2.405619979,2.108796875,287.4211215932472,0.22353125639807558
2025,1956,2.513004061,2.2230156250000004,287.42532686051055,0.22773652366140595
2025,1957,2.5668412679999997,2.2996874999999997,287.43013294461707,0.23254260776792535
2025,1958,2.644365975999998,2.373046874999998,287.4352425328831,0.23765219603393462
2025,1959,3.1760313536666667,2.4828072916666666,287.4406454868597,0.243055150010548
2025,1960,3.6614487559999995,2.55296875,287.4467151166551,0.2491247798059817
2025,1961,4.118112973666666,2.6010260416666666,287.4523742346845,0.2547838978353525
2025,1962,4.660263591000001,2.721218750000001,287.45728390763327,0.2596935707841226
2025,1963,5.216098523666666,2.868744791666666,287.4631365991051,0.26554626225595257
2025,1964,5.355060435333334,3.0097864583333336,287.4698254348112,0.2722350979620387
2025,1965,5.485949430333333,3.149755208333333,287.4771377729602,0.27954743611104504
2025,1966,5.6060780086666675,3.272963541666668,287.4851447812276,0.28755444437842925
2025,1967,5.746086795333333,3.4150520833333333,287.4935938598513,0.2960035230021276
2025,1968,5.924241415333334,3.6222864583333347,287.5024785326697,0.30488819582058113
2025,1969,6.365024143666666,3.893385416666666,287.5119547202216,0.31436438337243544
2025,1970,6.776118803333333,4.131145833333333,287.52187606891744,0.32428573206829014
2025,1971,7.1499368526666665,4.310979166666666,287.53233404555215,0.33474370870300163
2025,1972,7.574374126,4.5257812500000005,287.5432020766176,0.34561173976845794
2025,1973,7.885982704666667,4.634104166666667,287.55437026717175,0.35677993032260247
2025,1974,7.867082398000001,4.6210312500000015,287.5660836941427,0.36849335729357335
2025,1975,8.001447717333335,4.739223958333335,287.578299010611,0.3807086737618306
2025,1976,8.204203660666666,4.928807291666666,287.5870700824629,0.3894797456137553
2025,1977,8.364610645666666,5.087041666666666,287.5886360621952,0.3910457253460322
2025,1978,8.55802284,5.24828125,287.5919053272391,0.3943149903899439
2025,1979,8.79760056266667,5.30513541666667,287.6018566586356,0.4042663217864515
2025,1980,8.897033931666666,5.221244791666665,287.61891297597003,0.42132263912088774
2025,1981,8.995416694,5.129703124999999,287.63528615737386,0.43769582052470923
2025,1982,9.178483227666668,5.134244791666667,287.650140739968,0.45255040311883477
2025,1983,9.446582489,5.233218750000001,287.66455009952875,0.4669597626796076
2025,1984,9.615054158,5.402515625,287.6791541877849,0.4815638509357427
2025,1985,9.746307077,5.5365937500000015,287.6937336453901,0.49614330854097943
2025,1986,9.857445412666666,5.665557291666666,287.70844458530024,0.5108542484510963
2025,1987,10.048917080666667,5.865854166666667,287.7232127285075,0.5256223916583735
2025,1988,10.185768958,6.021531250000002,287.73801614840414,0.5404258115549965
2025,1989,9.553519991666667,6.1328072916666665,287.7530684337934,0.5554780969442277
2025,1990,8.945497319000001,6.263828125000002,287.7682429609288,0.5706526240796279
2025,1991,8.175633230666666,6.231526041666665,287.7834686353453,0.5858782984961408
2025,1992,7.333672519333334,6.1656458333333335,287.7997667501827,0.6021764133335523
2025,1993,6.635198518333333,6.221770833333332,287.8174230104343,0.6198326735851651
2025,1994,6.725806862000001,6.310796875,287.8347732544097,0.6371829175605512
2025,1995,6.897561038999998,6.476968749999998,287.8520927406518,0.6545024038026668
2025,1996,7.003976675333334,6.595802083333334,287.8695023761238,0.6719120392746731
2025,1997,7.009881893999999,6.603124999999999,287.88690622488,0.6893158880308761
2025,1998,7.0409016960000015,6.6325625000000015,287.90450178053646,0.7069114436873178
2025,1999,7.246278247666666,6.769010416666666,287.9224243580938,0.7248340212446465
2025,2000,7.487211279666664,6.893697916666665,287.9407748406666,0.7431845038174743
2025,2001,7.678789333666666,6.997713541666666,287.9593177963552,0.7617274595060621
2025,2002,8.024679077333333,7.242723958333333,287.97797553111144,0.7803851942622941
2025,2003,8.492338842000004,7.587187500000004,287.9970000759291,0.7994097390799766
2025,2004,9.968756467,7.892140625000001,288.01632623941356,0.8187359025644128
2025,2005,11.39953104733333,8.15561458333333,288.0357386996987,0.8381483628495516
2025,2006,12.899761543333332,8.412708333333331,288.05549173807253,0.857901401223387
2025,2007,14.310015663333333,8.633989583333333,288.0794323397839,0.8818420029347749
2025,2008,15.529491321999998,8.66965625,288.1111022792237,0.913511942374555
2025,2009,15.03924348466667,8.824697916666668,288.1415950687778,0.9440047319286577
2025,2010,14.709393999,9.19940625,288.1689255158397,0.9713351789905573
2025,2011,14.226422028666667,9.424260416666668,288.19396511892444,0.9963747820752928
2025,2012,13.615332785,9.518265624999998,288.2190047220091,1.0214143851599715
2025,2013,12.97782418266667,9.57711979166667,288.24404432509385,1.046453988244707
2025,2014,12.975689379666667,9.615979166666667,288.26908392817853,1.0714935913293857
2025,2015,12.968518119333336,9.636802083333336,288.29412353126327,1.0965331944141212
2025,2016,13.007107274666664,9.714385416666664,288.319163134348,1.1215727974988567
2025,2017,13.128644347666667,9.876916666666666,288.3442027374327,1.1466124005835354
2025,2018,13.219681419666665,9.986947916666667,288.3692423405174,1.171652003668271
2025,2019,13.237243702,9.9979375,288.3942819436021,1.1966916067529496
2025,2020,13.284423790333333,10.012411458333334,288.41932154668683,1.2217312098376851
2025,2021,13.32154980866667,10.04969791666667,288.44436114977157,1.2467708129224206
2025,2022,13.415522799666668,10.107697916666668,288.46940075285625,1.2718104160070993
2025,2023,13.496113595666666,10.167182291666666,288.494440355941,1.2968500190918348
2025,2024,13.535859486333333,10.221255208333332,288.51947995902566,1.3218896221765135
2025,2025,13.549277252000003,10.245000000000003,288.5445195621104,1.346929225261249
2025,2026,12.991696368524359,9.692746142524358,,
2025,2027,12.132305688735256,8.905682487735255,,
2025,2028,11.031386465589453,7.792090290589453,,
2025,2029,9.749219952043708,7.165675132043708,,
2025,2030,8.346087401054783,6.445512215054784,,
2025,2031,6.882270065579438,5.677882793579438,,
2025,2032,5.41804919857443,4.899068121574429,,
2025,2033,4.013706052996518,4.174349449996519,,
2025,2034,2.7295218818024622,2.893583704802462,,
2025,2035,1.6257779379490245,1.7862581859490245,,
2025,2036,0.7627554743929608,0.9226541483929607,,
2025,2037,0.20073574409103223,0.3330528430910322,,
2025,2038,-1.7763568394002505e-15,0.10573552499999819,,
